/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_30_700.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_30_700.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_30_700.jpg, 0, 0, 0, 8.198372E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_30_800.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_30_800.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_30_800.jpg, 0, 0, 0, 8.415038E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_30_908.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_30_908.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_30_908.jpg, 0, 0, 0, 7.849132E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_020.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_020.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_020.jpg, 0, 0, 0, 8.040241E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_122.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_122.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_122.jpg, 0, 0, 0, 7.862052E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_230.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_230.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_230.jpg, 0, 0, 0, 7.962915E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_347.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_347.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_347.jpg, 0, 0, 0, 7.997701E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_454.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_454.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_454.jpg, 0, 0, 0, 7.872796E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_562.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_562.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_562.jpg, 0, 0, 0, 8.083518E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_670.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_670.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_670.jpg, 0, 0, 0, 7.839838E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_779.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_779.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_779.jpg, 0, 0, 0, 7.801635E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_888.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_888.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_888.jpg, 0, 0, 0, 7.938911E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_31_995.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_31_995.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_31_995.jpg, 0, 0, 0, 7.930928E-05
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_32_127.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_32_127.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_32_127.jpg, 0, 0.1869028, 0, 0.1032176
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_32_257.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_32_257.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_32_257.jpg, 0, 0.5400088, 0, 0.5563732
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_32_371.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_32_371.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_32_371.jpg, 0, 0.8813789, 0, 1.61164
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_32_469.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_32_469.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_32_469.jpg, 0, 1, 0, 3.01997
/Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/center_2022_07_15_22_09_32_581.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/left_2022_07_15_22_09_32_581.jpg, /Users/changyuyuan/Documents/UCLA/UCLA academic profile/Summer side project/SDC_project/Chp10/Data_Collect/IMG/right_2022_07_15_22_09_32_581.jpg, 0, 1, 0, 4.192048
